Time,Thermal_Correlation
0.0,1.9195198710151868
0.4020100502512563,0.7364383169781715
0.8040201005025126,-0.47675155962947746
1.206030150753769,-0.14274651474946082
1.6080402010050252,-0.5178604911214493
2.0100502512562817,-1.5953315909596228
2.412060301507538,-0.9468307017645414
2.814070351758794,0.6023741974226134
3.2160804020100504,0.8997715782550233
3.6180904522613067,0.6548417706937801
4.020100502512563,0.8964589422678292
4.42211055276382,0.7328264265551854
4.824120603015076,-0.34889031804846554
5.226130653266332,-1.3065572093023097
5.628140703517588,-1.1368019657226762
6.030150753768845,-0.32238393428236867
6.432160804020101,0.00012578523225964533
6.834170854271357,0.1732175675354629
7.236180904522613,1.1237583642647884
7.63819095477387,1.542196720979617
8.040201005025127,0.17057810061316753
8.442211055276383,-0.8694062318207392
8.84422110552764,-0.39101346133024406
9.246231155778895,-0.6145006608308681
9.648241206030152,-1.4482624814308511
10.050251256281408,-0.32188445602615334
10.452261306532664,1.3560281481943206
10.85427135678392,0.9524499855516992
11.256281407035177,0.2891478857091851
11.658291457286433,0.808326900898921
12.06030150753769,0.315573622057617
12.462311557788945,-1.2724560147473503
12.864321608040202,-1.433413799260538
13.266331658291458,-0.39027492350721105
13.668341708542714,0.007882563066648515
14.07035175879397,0.1490225138180277
14.472361809045227,0.8886067903251026
14.874371859296483,1.386577341899165
15.27638190954774,0.7316438469707439
15.678391959798995,-0.4785871784999452
16.080402010050253,-0.9434309194160693
16.48241206030151,-0.6861069502180632
16.884422110552766,-0.8087939987159428
17.286432160804022,-0.8620704893140269
17.68844221105528,0.4398711027213569
18.090452261306535,1.6318849774159108
18.49246231155779,0.8961590960886383
18.894472361809047,0.09098260134103037
19.296482412060303,0.47081745143718057
19.69849246231156,-0.21281399991104463
20.100502512562816,-1.7703931756478926
20.502512562814072,-1.268583673588618
20.90452261306533,0.290572276571218
21.306532663316585,0.2881641737635074
21.70854271356784,0.2357516588598137
22.110552763819097,1.3493496059203494
22.512562814070353,1.349123606203312
22.91457286432161,-0.18508125403258605
23.316582914572866,-0.9460042374345747
23.718592964824122,-0.7012676419549129
24.12060301507538,-0.7955898329945509
24.522613065326635,-0.8733940418719128
24.92462311557789,-0.04566117821916931
25.326633165829147,1.1073200467717723
25.728643216080403,1.3297471794230051
26.13065326633166,0.545976709021943
26.532663316582916,0.0003571505017414822
26.934673366834172,-0.04187424898263892
27.33668341708543,-0.7744135701913474
27.738693467336685,-1.6173723303467296
28.14070351758794,-0.6967783905911612
28.542713567839197,0.7624728551684772
28.944723618090453,0.5735975286423033
29.34673366834171,0.3759737871011313
29.748743718592966,1.3321012124490197
30.150753768844222,0.8879395159100432
30.55276381909548,-1.0286450321604614
30.954773869346734,-1.2607967833764202
31.35678391959799,-0.34703659204289017
31.758793969849247,-0.6461902288251893
32.16080402010051,-0.662012632752915
32.56281407035176,0.8494300570109057
32.96482412060302,1.5893438795955959
33.366834170854275,0.702903295048198
33.76884422110553,0.03841203471409998
34.17085427135679,-0.057620072204522026
34.572864321608044,-0.6266894815375372
34.9748743718593,-1.3277091719734462
35.37688442211056,-1.0569593694050865
35.77889447236181,0.10888355316537134
36.18090452261307,0.9272414266404538
36.582914572864325,0.7782180936900089
36.98492462311558,0.7010394749839991
37.38693467336684,0.9636015900250108
37.788944723618094,0.09356538748531198
38.19095477386935,-1.4534492511445365
38.59296482412061,-1.2795837125117135
38.99497487437186,-0.1668296006517268
39.39698492462312,-0.33796494721578
39.798994974874375,-0.22289799653932393
40.20100502512563,1.3954320490342322
40.60301507537689,1.68507802008575
41.005025125628144,0.07392308855380783
41.4070351758794,-0.4354473517866212
41.80904522613066,-0.08566509326741248
42.21105527638191,-0.9910871686211948
42.61306532663317,-1.584724371724667
43.015075376884425,-0.29879911634370515
43.41708542713568,0.8804177911055193
43.81909547738694,0.789049687176094
44.221105527638194,0.7069796439859313
44.62311557788945,0.9167673383512462
45.02512562814071,0.3769201878205469
45.42713567839196,-0.8087851186978605
45.82914572864322,-1.3982625501045316
