Time,Thermal_Correlation
46.231155778894475,-0.8178593773160655
46.63316582914573,-0.07279835557502196
47.03517587939699,0.016154376172440595
47.437185929648244,0.45284156388644276
47.8391959798995,1.4908042776869577
48.24120603015076,1.1702870143575725
48.64321608040201,-0.44472579683658964
49.04522613065327,-0.7854748512650458
49.447236180904525,-0.2942604278600286
49.84924623115578,-1.0507951531704438
50.25125628140704,-1.2871711802269512
50.653266331658294,0.49485201593101236
51.05527638190955,1.4492434367083704
51.45728643216081,0.5713001952911838
51.85929648241206,0.44631676381941643
52.26130653266332,0.837021312272097
52.663316582914575,-0.3244204723148604
53.06532663316583,-1.5701994044147607
53.46733668341709,-1.0601816993112618
53.869346733668344,-0.15526106055837538
54.2713567839196,0.01945092897810585
54.67336683417086,0.37807571883896307
55.07537688442211,1.1674836682852416
55.47738693467337,1.2947753506830293
55.879396984924625,0.2899881260989926
56.28140703517588,-0.7945811321433935
56.68341708542714,-0.8796861188291137
57.085427135678394,-0.6369152337168291
57.48743718592965,-0.9432546987225219
57.88944723618091,-0.5357627930385747
58.29145728643216,1.0769289204508992
58.69346733668342,1.5406666485317995
59.095477386934675,0.4056464645095433
59.49748743718593,0.18180146833694244
59.89949748743719,0.465919986514894
60.301507537688444,-0.8767475575075849
60.7035175879397,-1.8721060647681078
61.10552763819096,-0.5718637801939308
61.50753768844221,0.4720746154812231
61.90954773869347,0.10971449247810071
62.311557788944725,0.61539980004531
62.71356783919598,1.5867054245221515
63.11557788944724,0.7938746833315093
63.517587939698494,-0.6647455643784848
63.91959798994975,-0.8912023265413396
64.32160804020101,-0.6805245814082148
64.72361809045226,-0.8584437806927016
65.12562814070353,-0.6297917380403272
65.52763819095478,0.43510335247723814
65.92964824120604,1.3487549466909583
66.33165829145729,1.0982148058504868
66.73366834170855,0.21927580262076252
67.1356783919598,-0.04276975890508461
67.53768844221106,-0.20193425720357364
67.93969849246231,-1.2265063238713807
68.34170854271358,-1.5173684766158568
68.74371859296483,-0.009093992488018635
69.14572864321609,0.9061799013727945
69.54773869346734,0.36124638423666117
69.9497487437186,0.7248540211893915
70.35175879396985,1.4675730648736092
70.75376884422111,0.12911307562772834
71.15577889447236,-1.4310133921557708
71.55778894472363,-0.8748702655189347
71.95979899497488,-0.33327635207195516
72.36180904522614,-0.8459772464051234
72.76381909547739,-0.18192716435215103
73.16582914572865,1.3584393982173983
73.5678391959799,1.3641391323537766
73.96984924623116,0.37345832873245827
74.37185929648241,0.015430997235174729
74.77386934673368,-0.20172947638758748
75.17587939698493,-0.942216868378156
75.57788944723619,-1.3818544808048838
75.97989949748744,-0.6884622210801812
76.3819095477387,0.5318802054404356
76.78391959798995,0.9546208395862759
77.18592964824121,0.6532561882224878
77.58793969849246,0.8196558895652897
77.98994974874373,0.84104476015078
78.39195979899498,-0.55195013972505
78.79396984924624,-1.6331169688668083
79.19597989949749,-0.7641800871159927
79.59798994974875,-0.0769342700609163
80.0,-0.5047896465800161
